  17   17  0.553348
  17   27  0.554535
  17   37  0.555492
  17   47  0.555145
  17   57  0.550652
  17   67  0.557839
  17   77  0.552079
  17   87  0.548916
  17   97  0.551927
  17  107  0.548403
  17  117  0.558843
  17  127  0.552385
  17  137  0.545530
  17  147  0.552149
  17  157  0.550700
  17  167  0.548248
  17  177  0.549673
  17  187  0.550294
  17  197  0.545446
  17  207  0.557282
  17  217  0.556759

  27   17  0.581550
  27   27  0.582278
  27   37  0.586368
  27   47  0.588782
  27   57  0.584966
  27   67  0.583739
  27   77  0.586490
  27   87  0.586748
  27   97  0.585438
  27  107  0.582120
  27  117  0.580733
  27  127  0.584167
  27  137  0.576543
  27  147  0.587887
  27  157  0.584193
  27  167  0.586687
  27  177  0.589754
  27  187  0.583413
  27  197  0.581504
  27  207  0.584252
  27  217  0.583177

  37   17  0.614235
  37   27  0.613299
  37   37  0.615020
  37   47  0.611473
  37   57  0.618338
  37   67  0.618337
  37   77  0.617464
  37   87  0.617702
  37   97  0.615775
  37  107  0.616287
  37  117  0.616508
  37  127  0.610766
  37  137  0.614893
  37  147  0.623171
  37  157  0.614315
  37  167  0.615380
  37  177  0.620181
  37  187  0.616068
  37  197  0.610100
  37  207  0.613632
  37  217  0.616444

  47   17  0.646490
  47   27  0.647025
  47   37  0.641892
  47   47  0.650252
  47   57  0.646835
  47   67  0.645588
  47   77  0.648097
  47   87  0.643901
  47   97  0.646942
  47  107  0.645913
  47  117  0.642799
  47  127  0.643226
  47  137  0.648754
  47  147  0.650381
  47  157  0.646616
  47  167  0.647485
  47  177  0.646667
  47  187  0.641921
  47  197  0.642232
  47  207  0.644712
  47  217  0.646267

  57   17  0.680582
  57   27  0.686830
  57   37  0.677620
  57   47  0.674969
  57   57  0.671875
  57   67  0.679709
  57   77  0.680493
  57   87  0.681755
  57   97  0.683886
  57  107  0.670070
  57  117  0.663716
  57  127  0.676277
  57  137  0.681650
  57  147  0.681836
  57  157  0.681733
  57  167  0.680277
  57  177  0.673812
  57  187  0.671962
  57  197  0.672368
  57  207  0.669932
  57  217  0.674256

  67   17  0.707583
  67   27  0.710065
  67   37  0.705873
  67   47  0.707155
  67   57  0.711211
  67   67  0.714800
  67   77  0.710459
  67   87  0.710010
  67   97  0.709979
  67  107  0.710572
  67  117  0.716319
  67  127  0.714659
  67  137  0.713284
  67  147  0.711317
  67  157  0.707026
  67  167  0.708159
  67  177  0.717282
  67  187  0.712400
  67  197  0.704471
  67  207  0.710623
  67  217  0.712511

  77   17  0.744613
  77   27  0.743014
  77   37  0.739682
  77   47  0.737622
  77   57  0.738949
  77   67  0.747546
  77   77  0.745411
  77   87  0.736509
  77   97  0.743270
  77  107  0.737443
  77  117  0.732952
  77  127  0.737127
  77  137  0.740345
  77  147  0.746685
  77  157  0.739275
  77  167  0.736431
  77  177  0.740985
  77  187  0.740483
  77  197  0.742633
  77  207  0.738021
  77  217  0.731659

  87   17  0.773825
  87   27  0.772955
  87   37  0.771044
  87   47  0.765704
  87   57  0.772743
  87   67  0.774150
  87   77  0.769197
  87   87  0.774443
  87   97  0.774574
  87  107  0.770643
  87  117  0.763829
  87  127  0.773047
  87  137  0.776708
  87  147  0.776495
  87  157  0.771145
  87  167  0.767325
  87  177  0.772204
  87  187  0.770962
  87  197  0.773021
  87  207  0.767782
  87  217  0.768432

  97   17  0.799539
  97   27  0.800640
  97   37  0.800803
  97   47  0.803297
  97   57  0.809651
  97   67  0.807164
  97   77  0.806228
  97   87  0.800610
  97   97  0.801858
  97  107  0.803530
  97  117  0.808918
  97  127  0.808814
  97  137  0.800923
  97  147  0.798513
  97  157  0.797669
  97  167  0.799875
  97  177  0.800036
  97  187  0.806447
  97  197  0.801493
  97  207  0.807511
  97  217  0.807991

 107   17  0.833011
 107   27  0.838454
 107   37  0.838840
 107   47  0.836536
 107   57  0.833158
 107   67  0.834514
 107   77  0.838621
 107   87  0.839386
 107   97  0.834306
 107  107  0.835175
 107  117  0.838724
 107  127  0.835569
 107  137  0.833821
 107  147  0.835428
 107  157  0.834429
 107  167  0.831562
 107  177  0.836933
 107  187  0.834395
 107  197  0.835538
 107  207  0.837889
 107  217  0.837167

 117   17  0.862264
 117   27  0.871124
 117   37  0.867070
 117   47  0.863679
 117   57  0.866554
 117   67  0.867538
 117   77  0.871245
 117   87  0.869479
 117   97  0.861986
 117  107  0.865993
 117  117  0.868426
 117  127  0.867871
 117  137  0.866917
 117  147  0.870748
 117  157  0.866110
 117  167  0.863081
 117  177  0.862182
 117  187  0.868221
 117  197  0.868266
 117  207  0.864410
 117  217  0.864317

 127   17  0.897088
 127   27  0.893095
 127   37  0.893993
 127   47  0.898728
 127   57  0.901107
 127   67  0.899678
 127   77  0.898310
 127   87  0.897531
 127   97  0.895952
 127  107  0.898837
 127  117  0.902354
 127  127  0.899442
 127  137  0.899679
 127  147  0.900592
 127  157  0.900821
 127  167  0.901782
 127  177  0.893760
 127  187  0.897239
 127  197  0.898028
 127  207  0.894800
 127  217  0.902306

 137   17  0.924299
 137   27  0.923122
 137   37  0.925847
 137   47  0.928187
 137   57  0.927503
 137   67  0.931440
 137   77  0.939095
 137   87  0.928505
 137   97  0.929077
 137  107  0.930769
 137  117  0.928901
 137  127  0.930242
 137  137  0.928431
 137  147  0.929843
 137  157  0.936084
 137  167  0.926724
 137  177  0.923606
 137  187  0.928542
 137  197  0.930608
 137  207  0.934731
 137  217  0.929722

 147   17  0.965392
 147   27  0.963123
 147   37  0.958617
 147   47  0.957621
 147   57  0.961689
 147   67  0.966576
 147   77  0.963579
 147   87  0.964414
 147   97  0.961424
 147  107  0.964976
 147  117  0.965134
 147  127  0.960695
 147  137  0.960574
 147  147  0.964432
 147  157  0.962170
 147  167  0.964748
 147  177  0.962494
 147  187  0.959460
 147  197  0.959863
 147  207  0.961842
 147  217  0.962607

 157   17  0.995525
 157   27  0.996452
 157   37  0.990112
 157   47  0.992203
 157   57  0.998050
 157   67  0.992641
 157   77  0.990670
 157   87  0.990483
 157   97  0.990741
 157  107  0.990507
 157  117  0.995482
 157  127  0.991365
 157  137  0.990267
 157  147  0.991854
 157  157  0.994802
 157  167  0.995584
 157  177  0.994656
 157  187  0.988382
 157  197  0.990495
 157  207  0.990454
 157  217  0.994860

 167   17  1.029582
 167   27  1.022478
 167   37  1.022653
 167   47  1.024783
 167   57  1.017430
 167   67  1.021236
 167   77  1.026636
 167   87  1.021549
 167   97  1.020121
 167  107  1.022175
 167  117  1.024459
 167  127  1.025049
 167  137  1.022660
 167  147  1.024144
 167  157  1.024956
 167  167  1.014495
 167  177  1.024397
 167  187  1.027637
 167  197  1.024073
 167  207  1.029306
 167  217  1.024663

 177   17  1.055068
 177   27  1.056560
 177   37  1.053485
 177   47  1.056146
